PotLabel,Line,OtherNamesonRecord,DatePlanted,StandCount,StandCountCleaned,DateTaken,NumInfected,DateObserved,Replant,Year,Row,DateReplanted,StandCount1,StandCount2,StandCount3,DateReplantTaken,ReplantInfected1,ReplantInfected2,ReplantInfected3,ReplantDateObserved,SusceptibilityRating03,BadStand,Remove,SCMVTests,GenoName,GBSDataSource,EndospermType,Region,Program,2019Planting,20142015Planting,UninfectedFirstRound,PercentInfectedFirstRound,PercentUninfectedFirstRound,SusceptibilityRating02,PercentInfectedAllRounds,SusceptibilityRating05
178,IL798c,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4325,,,,,,,,,,2,Fine,Keep,TRUE,IL798c,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
181,IL765a,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4248,,,,,,,,,,2,Fine,Keep,TRUE,IL765a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
183,STRAIN T35-388-68A,Strain T35-388-68(A),2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4531,,,,,,,,,,2,Fine,Keep,TRUE,PI358539,all_sweet,su1,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
197,Me135,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4413,,,,,,,,,,2,Fine,Keep,TRUE,Ames22041,all_sweet,su1,Ne,ME,TRUE,TRUE,1,87.5,12.5,1,87.5,5
208,IL767b,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4254,,,,,,,,,,2,Fine,Keep,TRUE,Ames27445,all_sweet,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
213,SD909,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,3924,,,,,,,,,,2,Fine,Keep,TRUE,SD909,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,1,87.5,12.5,1,87.5,5
216,C6A,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,3970,,,,,,,,,,2,Fine,Keep,TRUE,C6A,all_sweet,su1,Ne,CT,TRUE,TRUE,1,87.5,12.5,1,87.5,5
284,W6720-1,,2019-02-28,8,8,2019-03-15,7,2019-03-26,n,14,32209,,,,,,,,,,2,Fine,Keep,TRUE,Ames22062,all_sweet,su1,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
310,ND1,,2019-02-28,8 (1 small),8,2019-03-15,7,2019-03-26,n,13,4432,,,,,,,,,,2,Fine,Keep,TRUE,ND1,WiDivMerged,su1,Mdw,ND,TRUE,TRUE,1,87.5,12.5,1,87.5,5
353,C81,,2019-03-12,8,8,2019-03-26,7,2019-04-10,n,13,4005,,,,,,,,,,2,Fine,Keep,TRUE,C81,all_sweet,su1,Ne,CT,TRUE,TRUE,1,87.5,12.5,1,87.5,5
424,Wh08022,,2019-03-12,8,8,2019-03-26,7,2019-04-10,n,17,7141,,,,,,,,,,2,Fine,Keep,TRUE,Wh08022,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
492,Wh08045,,2019-03-28,8,8,2019-04-10,7,2019-04-25,n,14,41319,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,87.5,12.5,1,87.5,5
499,Wh08114,,2019-03-28,8,8,2019-04-10,7,2019-04-25,n,15,7914,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,87.5,12.5,1,87.5,5
500,Wh10049R,,2019-03-28,8,8,2019-04-10,7,2019-04-25,n,15,7920,,,,,,,,,,2,Fine,Keep,TRUE,Wh10049R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
523,M6411,,2019-03-28,8,8,2019-04-10,7,2019-04-25,n,12,3-5-1-1 (9630),,,,,,,,,,2,Fine,Keep,TRUE,PI506411,WiDivMerged,aeduwx,,USDA,TRUE,TRUE,1,87.5,12.5,1,87.5,5
526,Wuh11811i,,2019-03-28,8,8,2019-04-10,7,2019-04-25,n,13,8505,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,1,87.5,12.5,1,87.5,5
538,Wuh11812i,,2019-03-28,8,8,2019-04-10,7,2019-04-25,n,13,8509,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,1,87.5,12.5,1,87.5,5
542,We05401,,2019-05-22,8,8,2019-06-07,7,2019-06-17,n,14,41119,,,,,,,,,,2,Fine,Keep,TRUE,We05401,WiDivMerged,se,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
543,we11416,,2019-05-22,8,8,2019-06-07,7,2019-06-17,n,13,8523,,,,,,,,,,2,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,1,87.5,12.5,1,87.5,5
549,Wh10804R,,2019-05-22,8,8,2019-06-07,7,2019-06-17,n,14,41603,,,,,,,,,,2,Fine,Keep,TRUE,Wh10804R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
1,SD829,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,14,32369,,,,,,,,,,3,Fine,Keep,TRUE,SD829,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,0,100,0,2,100,5
3,IL611a,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4170,,,,,,,,,,3,Fine,Keep,TRUE,IL611a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
13,IL779a,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4310,,,,,,,,,,3,Fine,Keep,TRUE,Ames27447,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
15,M45,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4349,,,,,,,,,,3,Fine,Keep,TRUE,Ames22035,all_sweet,su1,,,TRUE,TRUE,0,100,0,2,100,5
17,LUTHER HILL,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4344,,,,,,,,,,3,Fine,Keep,TRUE,LUTHERHILL,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
18,DSU 146,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4011,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,,,FALSE,FALSE,0,100,0,2,100,5
19,P39,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4459,,,,,,,,,,3,Fine,Keep,TRUE,P39,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
24,C38,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3954,,,,,,,,,,3,Fine,Keep,TRUE,Ames22021,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
25,STRAIN 304A-408-68B,Strain 304A-408-68(B),2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4523,,,,,,,,,,3,Fine,Keep,TRUE,PI358527,all_sweet,su1,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
27,34f,,2019-01-29,6,6,2019-02-12,6,2019-02-21,n,13,3909,,,,,,,,,,3,Fine,Keep,TRUE,34f,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
34,STRAIN 11D-586-68A,Strain 11D-586-68(A),2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4521,,,,,,,,,,3,Fine,Keep,TRUE,PI358521,all_sweet,su1,Mdw,IL,TRUE,FALSE,0,100,0,2,100,5
36,IL279AxRp1d,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4069,,,,,,,,,,3,Fine,Keep,TRUE,IL279AxRp1d,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
38,Me100,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4410,,,,,,,,,,3,Fine,Keep,TRUE,Ames22038,all_sweet,su1,Ne,ME,TRUE,TRUE,0,100,0,2,100,5
39,IL804a,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4333,,,,,,,,,,3,Fine,Keep,TRUE,IL804a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
41,IL112t,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4051,,,,,,,,,,3,Fine,Keep,TRUE,IL112t,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
44,IL124a,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4055,,,,,,,,,,3,Fine,Keep,TRUE,IL124a,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
45,GTS1,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4017,,,,,,,,,,3,Fine,Keep,TRUE,PI550492,all_sweet,su1,Sou,GA,TRUE,TRUE,0,100,0,2,100,5
48,IL451b,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4131,,,,,,,,,,3,Fine,Keep,TRUE,IL451b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
49,C30,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3952,,,,,,,,,,3,Fine,Keep,TRUE,Ames26815,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
50,S4,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,14,32205,,,,,,,,,,3,Fine,Keep,TRUE,Ames23508,all_sweet,su1,Mdw,MN,TRUE,TRUE,0,100,0,2,100,5
51,Ma609,,2019-01-29,2 (both are small),2,2019-02-12,2,2019-02-21,n,2,8101,,,,,,,,,,3,Bad,Caution,TRUE,Ma609,WiDivMerged,su1,Ne,MA,FALSE,TRUE,0,100,0,2,100,5
52,IL104g,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4049,,,,,,,,,,3,Fine,Keep,TRUE,IL104g,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
53,MDM-2,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4368,,,,,,,,,,3,Fine,Keep,TRUE,MDM_2,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
54,IL370b,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4114,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
55,IL370a,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4112,,,,,,,,,,3,Fine,Keep,TRUE,IL370a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
57,P39-10-226:61,,2019-01-29,6,6,2019-02-12,6,2019-02-21,n,13,4464,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,Mdw,IN,FALSE,FALSE,0,100,0,2,100,5
58,EP84,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,14,31228,,,,,,,,,,3,Fine,Keep,TRUE,EP84,all_sweet,sh2,Int,SP,TRUE,TRUE,0,100,0,2,100,5
59,IL776a,,2019-01-29,3 (1 small),3,2019-02-12,3,2019-02-21,n,13,4301,,,,,,,,,,3,Fine,Keep,TRUE,IL776a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
60,Ia2132,,2019-01-29,6,6,2019-02-12,6,2019-02-21,n,13,4026,,,,,,,,,,3,Fine,Keep,TRUE,PI587134,all_sweet,su1,Mdw,IA,TRUE,TRUE,0,100,0,2,100,5
61,A686su,,2019-01-29,6,6,2019-02-12,6,2019-02-21,n,13,3932,,,,,,,,,,3,Fine,Keep,TRUE,PI567794,WiDivMerged,su1,Mdw,MN,TRUE,TRUE,0,100,0,2,100,5
63,W1736,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,14,32218,,,,,,,,,,3,Fine,Keep,TRUE,W1736,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
64,C40,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3958,,,,,,,,,,3,Fine,Keep,TRUE,Ames22022,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
71,Fa56A,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,96,7757,,,,,,,,,,3,Fine,Keep,TRUE,PI644099,all_sweet,sh2i,Sou,FL,TRUE,TRUE,0,100,0,2,100,5
74,C27red,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3950,,,,,,,,,,3,Fine,Keep,TRUE,C27red,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
75,IL778c,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4305,,,,,,,,,,3,Fine,Keep,TRUE,IL778c,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
79,P39LE-3502:61,,2019-01-29,5 (small),5,2019-02-12,5,2019-02-21,n,13,4503,,,,,,,,,,3,Fine,Keep,TRUE,P39LE_3502_61,all_sweet,NA,Mdw,IN,FALSE,FALSE,0,100,0,2,100,5
80,C68R(x)-552:63,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3969,,,,,,,,,,3,Fine,Keep,TRUE,C68Rx_552_63,WiDivMerged,su1,Ne,CT,FALSE,TRUE,0,100,0,2,100,5
81,P39 su,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4462,,,,,,,,,,3,Fine,Keep,TRUE,P39,all_sweet,su1,Mdw,IN,FALSE,FALSE,0,100,0,2,100,5
83,IL11D,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4054,,,,,,,,,,3,Fine,Keep,TRUE,IL11D,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
88,C42,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3960,,,,,,,,,,3,Fine,Keep,TRUE,Ames23507,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
92,Strain 675A-415-68(B),,2019-01-29,5,5,2019-02-12,5,2019-02-21,n,14,32570,,,,,,,,,,3,Fine,Keep,TRUE,PI358531,all_sweet,su1,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
93,IL18b,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4063,,,,,,,,,,3,Fine,Keep,TRUE,IL18b,WiDivMerged,se,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
94,C5 Cold Hardy Comp,,2019-01-29,2 (both are small),2,2019-02-12,2,2019-02-21,n,13,3962,,,,,,,,,,3,Bad,Caution,TRUE,,NA,NA,Ne,CT,FALSE,FALSE,0,100,0,2,100,5
95,C65,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,3965,,,,,,,,,,3,Fine,Keep,TRUE,C65,WiDivMerged,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
97,R853 sh2,,2019-01-29,6,6,2019-02-12,6,2019-02-21,n,13,4516,,,,,,,,,,3,Fine,Keep,TRUE,R853,WiDivMerged,sh2,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
99,IL27A-317-68©,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,3908,,,,,,,,,,3,Fine,Keep,TRUE,IL27a,WiDivMerged,su1,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
100,P51xRp1d,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4514,,,,,,,,,,3,Fine,Keep,TRUE,P51xRp1d,all_sweet,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
101,IL14H,,2019-01-29,6,6,2019-02-12,6,2019-02-21,n,13,4062,,,,,,,,,,3,Fine,Keep,TRUE,Ames27118,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
103,IL678a,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4212,,,,,,,,,,3,Fine,Keep,TRUE,IL678a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
105,R839,,2019-01-29,5,5,2019-02-12,5,2019-02-21,n,14,32360,,,,,,,,,,3,Fine,Keep,TRUE,NSL42806,all_sweet,sh2,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
106,Ma2402,,2019-01-29,6 (1 small),6,2019-02-12,6,2019-02-21,n,13,4352,,,,,,,,,,3,Fine,Keep,TRUE,Ma2402,WiDivMerged,su1,Ne,MA,TRUE,TRUE,0,100,0,2,100,5
109,W5543,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,14,32215,,,,,,,,,,3,Fine,Keep,TRUE,Ames22056,all_sweet,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
110,IL673a,,2019-01-29,7,7,2019-02-12,7,2019-02-21,n,13,4207,,,,,,,,,,3,Fine,Keep,TRUE,IL673a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
112,W6462,,2019-01-29,5 (small),5,2019-02-12,5,2019-02-21,n,14,32211,,,,,,,,,,3,Fine,Keep,TRUE,Ames22060,all_sweet,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
113,IL711a,,2019-01-29,8,8,2019-02-12,8,2019-02-21,n,13,4229,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
114,B5765 Se,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,3934,,,,,,,,,,3,Fine,Keep,TRUE,B5765,WiDivMerged,NA,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
115,IL744a,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4237,,,,,,,,,,3,Fine,Keep,TRUE,IL744a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
117,SC1441,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4517,,,,,,,,,,3,Fine,Keep,TRUE,SC1441,WiDivMerged,su1,Sou,SC,TRUE,TRUE,0,100,0,2,100,5
120,P51B,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,14,32202,,,,,,,,,,3,Fine,Keep,TRUE,NSL8582,all_sweet,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
122,sm*sm*smooth@@,Sm* Sm* smooth @@,2019-02-14,6,6,2019-02-27,6,2019-03-08,n,13,4519,,,,,,,,,,3,Fine,Keep,TRUE,,NA,su1,,,FALSE,TRUE,0,100,0,2,100,5
123,GMBAB,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,14,31225,,,,,,,,,,3,Fine,Keep,TRUE,GMBAB,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
126,IaCG4189,,2019-02-14,7 (+ 1 dying?),7,2019-02-27,7,2019-03-08,n,13,4040,,,,,,,,,,3,Fine,Keep,TRUE,Ames22025,all_sweet,su1,Mdw,IA,TRUE,TRUE,0,100,0,2,100,5
127,CTS6-1,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4008,,,,,,,,,,3,Fine,Keep,TRUE,CTS6_1,all_sweet,su1,,,TRUE,FALSE,0,100,0,2,100,5
128,EP62,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,14,31155,,,,,,,,,,3,Fine,Keep,TRUE,EP62,all_sweet,su1,Int,SP,TRUE,TRUE,0,100,0,2,100,5
129,P39a,,2019-02-14,6,6,2019-02-27,6,2019-03-08,n,13,4468,,,,,,,,,,3,Fine,Keep,TRUE,NSL8583,all_sweet,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
131,P39M94,,2019-02-14,6,6,2019-02-27,6,2019-03-08,n,13,4505,,,,,,,,,,3,Fine,Keep,TRUE,P39M94,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
132,C27,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,3948,,,,,,,,,,3,Fine,Keep,TRUE,Ames22019,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
134,W6728,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,14,32208,,,,,,,,,,3,Fine,Keep,TRUE,W6728,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
135,IL27a,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4070,,,,,,,,,,3,Fine,Keep,TRUE,IL27a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
137,IL545,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4160,,,,,,,,,,3,Fine,Keep,TRUE,IL545,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
138,W6786,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,3868,,,,,,,,,,3,Fine,Keep,TRUE,W6786,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
139,ILB5765 se,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4336,,,,,,,,,,3,Fine,Keep,TRUE,ILB5765,WiDivMerged,se,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
140,OLCOTT-1069:72,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4454,,,,,,,,,,3,Fine,Keep,TRUE,OLCOTT,WiDivMerged,NA,,,FALSE,FALSE,0,100,0,2,100,5
142,P51-3289:61,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4513,,,,,,,,,,3,Fine,Keep,TRUE,Ames22049,all_sweet,su1,Mdw,IN,FALSE,FALSE,0,100,0,2,100,5
143,Me244-wb,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4417,,,,,,,,,,3,Fine,Keep,TRUE,Ames22043,all_sweet,su1,Ne,ME,TRUE,TRUE,0,100,0,2,100,5
145,C23,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,3946,,,,,,,,,,3,Fine,Keep,TRUE,C23_su,WiDivMerged,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
146,MDM-23,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4401,,,,,,,,,,3,Fine,Keep,TRUE,MDM_23,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
147,F2,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4013,,,,,,,,,,3,Fine,Keep,TRUE,,NA,field,Int,FR,TRUE,TRUE,0,100,0,2,100,5
149,IL751a,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,18,9134,,,,,,,,,,3,Fine,Keep,TRUE,IL751a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
150,IL125b,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4058,,,,,,,,,,3,Fine,Keep,TRUE,IL125b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
152,IL47A,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4156,,,,,,,,,,3,Fine,Keep,TRUE,IL47A,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
153,A648,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,3928,,,,,,,,,,3,Fine,Keep,TRUE,A648,WiDivMerged,su1,Mdw,MN,TRUE,TRUE,0,100,0,2,100,5
156,IL777a,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4303,,,,,,,,,,3,Fine,Keep,TRUE,IL777a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
157,R825,,2019-02-14,1,1,2019-02-27,1,2019-03-08,n,14,32359,,,,,,,,,,3,Bad,Caution,TRUE,NSL42805,all_sweet,sh2,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
160,Ma401,,2019-02-14,3,3,2019-02-27,3,2019-03-08,n,13,4356,,,,,,,,,,3,Fine,Keep,TRUE,Ma401,WiDivMerged,su1,Ne,MA,TRUE,TRUE,0,100,0,2,100,5
161,IL14H-588-68(B),,2019-02-14,6,6,2019-02-27,6,2019-03-08,n,13,3865,,,,,,,,,,3,Fine,Keep,TRUE,Ames27118,all_sweet,su1,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
162,IL767a,,2019-02-14,5,5,2019-02-27,5,2019-03-08,n,13,4252,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
164,IL328a,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4107,,,,,,,,,,3,Fine,Keep,TRUE,IL328a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
167,W6786,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4544,,,,,,,,,,3,Fine,Keep,TRUE,W6786,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
168,P51,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4512,,,,,,,,,,3,Fine,Keep,TRUE,Ames22049,all_sweet,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
169,P39M96,,2019-02-14,5,5,2019-02-27,5,2019-03-08,n,13,4510,,,,,,,,,,3,Fine,Keep,TRUE,Ames22048,all_sweet,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
172,Ma5125,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4358,,,,,,,,,,3,Fine,Keep,TRUE,Ma5125,WiDivMerged,su1,Ne,MA,TRUE,TRUE,0,100,0,2,100,5
175,W5552,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,14,32214,,,,,,,,,,3,Fine,Keep,TRUE,Ames22057,all_sweet,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
182,SD789,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,14,32368,,,,,,,,,,3,Fine,Keep,TRUE,SD789,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,0,100,0,2,100,5
184,STRAIN T33-399-68B,Strain T33-399-68(B),2019-02-14,6,6,2019-02-27,6,2019-03-08,n,13,4530,,,,,,,,,,3,Fine,Keep,TRUE,PI358538,all_sweet,su1,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
186,MDM-1,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4361,,,,,,,,,,3,Fine,Keep,TRUE,MDM_1,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
187,P39xRp1d,P39 x Rp1d,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4463,,,,,,,,,,3,Fine,Keep,TRUE,P39_x_Rp1d,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
188,IL437a,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,4118,,,,,,,,,,3,Fine,Keep,TRUE,IL437a,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
189,IL671a,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4206,,,,,,,,,,3,Fine,Keep,TRUE,IL671a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
192,471-U6,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,13,3916,,,,,,,,,,3,Fine,Keep,TRUE,471_U6,WiDivMerged,su1,,USDA,TRUE,TRUE,0,100,0,2,100,5
194,EP82,,2019-02-14,7,7,2019-02-27,7,2019-03-08,n,14,31156,,,,,,,,,,3,Fine,Keep,TRUE,EP82,all_sweet,su1,Int,SP,TRUE,TRUE,0,100,0,2,100,5
